id	cups	procedimiento								D	D				D
6778	708100	Obliteracion y extirpacion local de vagina (colpocleisis) sod													
2274	707920	Correccion de laceracion obstetrica antigua en vagina													
10529	707711	Uretrocolpopexia reproducida via vaginal o abdominal													
10531	707710	Uretrocolpopexia via vaginal o abdominal													
1925	707703	Colpopexia por laparoscopia													
1927	707702	Colpopexia via vaginal													
1926	707701	Colpopexia por laparotomia													
1604	707510	Cierre de fistula uretrovaginal o vesico vaginal sod													
2294	707400	Correccion de otras fistulas vaginointestinales sod													
2257	707310	Correccion de fistula rectovaginal y/o perineal													
2255	707200	Correccion de fistula colovaginal (cecovaginal) sod													
8399	707130	Reparacion de desgarro vaginal no obstetrico grado iv (estallido de vejiga con o sin evisceracion)													
8398	707120	Reparacion de desgarro vaginal no obstetrico grado iii (rectovaginal con compromiso de esfinter anal)													
8397	707110	Reparacion de desgarro vaginal no obstetrico grado i-ii (compromiso mucoso o muscular)													
10635	706103	Vaginoplastia por via abdominoperineal													
10636	706102	Vaginoplastia por via perineal													
10634	706101	Vaginoplastia por via abdominal													
7815	706000	Reconstruccion de vagina sod													
1933	705303	Colporrafia anterior y posterior con amputacion de cuello [manchester-fothergill]													
1934	705302	Colporrafia anterior y posterior con reparacion de enterocele													
1930	705301	Colporrafia anterior y posterior													
1936	705210	Colporrafia posterior													
1929	705110	Colporrafia anterior con plastia o reparacion de uretrocele													
10630	704100	Vaginectomia o colpectomia total sod													
8774	703340	Reseccion de tumor maligno de vagina													
8895	703330	Reseccion parcial de vagina o extirpacion de manguito vaginal													
8634	703321	Reseccion de lesion benigna en tercio superior de vagina													
8633	703320	Reseccion de lesion benigna en tercio medio o inferior de vagina													
8811	703310	Reseccion del tabique vaginal													
4116	703200	Extirpacion o ablacion de lesion o tejido en fondo de saco sod													
5254	703100	Himenectomia ncoc													
1180	702400	Biopsia de vagina sod													
1128	702300	Biopsia de fondo de saco sod													
1938	702203	COLPOSCOPIA													
7135	702201	Paquete de colposcopia + biopsia													
1940	702200	Colposcopia + biopsia													
10637	702110	Vaginoscopia con instrumento optico (en ninas)													
10633	701430	Vaginoperineotomia													
3038	701420	Drenaje de absceso o hematoma de fondo de saco (cupula vaginal)													
9310	701410	Seccion o incision de tabique vaginal													
6112	701300	Liberacion-lisis de adherencias intraluminales en vagina sod													
1942	701202	Colpotomia con drenaje de absceso pelvico													
1943	701201	Colpotomia con exploracion													
1922	700100	Colpocentesis o culdocentesis sod													
9080	699700	Retiro de otro cuerpo extrano penetrante en cuello uterino ncoc													
9076	699600	Retiro de material de cerclaje de cuello uterino sod													
5385	699120	Implantacion intrauterina de platinas radioactivas													
4246	698102	Extraccion de cuerpo extrano intrauterino por histeroscopia													
5737	697101	Insercion o retiro de dispositivo intrauterino anticonceptivo (diu)													
5285	694920	Histeroplastia [operacion de strasman]													
2241	694910	Correccion de desgarro o laceracion obstetrica antiguas en utero													
1583	694200	Cierre de fistula de utero sod													
5287	694102	Histerorrafia por laparoscopia													
5288	694101	Histerorrafia por laparotomia													
5299	694100	Histerrorafia ncoc													
5283	692211	Histeropexia por laparotomia con simpatectomia presacra													
5282	692210	Histeropexia por laparotomia													
4050	691920	Extirpacion de embarazo ectopico intraligamentoso													
1729	691910	Citorreduccion de tumor de ligamento ancho o de ligamento utero sacro													
3040	691902	Drenaje de absceso o hematoma de ligamento ancho via endoscopica													
3039	691901	Drenaje de absceso o hematoma de ligamento ancho por laparotomia													
9300	691302	Seccion de adherencias uterinas a pared abdominal via laparoscopia													
9301	691301	Seccion de adherencias uterinas a pared abdominal via laparotomia													
9303	691230	Seccion de ligamentos utero sacros por laparoscopia													
4131	691202	Extirpacion y ablacion de endometrosis estados iii y iv por laparoscopia													
4130	691201	Extirpacion y ablacion de endometrosis estados i y ii por laparoscopia													
8746	691110	Reseccion de tumor de ligamento ancho por laparotomia													
4129	691101	Extirpacion y ablacion de endometriosis por laparotomia													
6040	690102	Legrado uterino ginecologico terapeutico													
6039	690101	Legrado uterino ginecologico diagnostico													
3961	688301	Exenteracion posterior: utero y recto													
3954	688201	Exenteracion anterior: utero y vejiga													
3959	688101	Exenteracion o evisceracion pelvica total o completa													
5265	687010	Histerectomia radical vaginal [operacion de schauta]													
5264	686100	Histerectomia radical modificada [operacion de wertheim]													
5279	685130	Histerectomia vaginal con reparacion plastica de vagina y colporrafia anterior y posterior													
5278	685120	Histerectomia vaginal con reparacion de enterocele													
5277	685110	Histerectomia vaginal con colpouretrocistopexia													
5280	685100	Histerectomia vaginal ncoc													
5268	684104	Histerectomia total abdominal ampliada con vaginectomia parcial													
5267	684102	Histerectomia total abdominal ampliada con linfadenectomia pelvica radical bilateral													
5269	684101	Histerectomia total abdominal ampliada postradioterapia													
5270	684100	Histerectomia total abdominal ampliada sod													
5273	684020	Histerectomia total por laparoscopia													
5274	684010	Histerectomia total. con cervicectomia. remocion de vejiga. transplante ureteral y/o reseccion abdominoperineal de colon y recto y colostomia   o cualquier combinacion anterior.													
5271	684001	Histerectomia total abdominal con remocion de mola o feto muerto													
5272	684000	Histerectomia total abdominal ncoc													
5266	683100	Histerectomia subtotal o supracervical sod													
19	682510	Ablacion endometrial o endometrectomia por histeroscopia													
6524	682404	Miomectomia uterina por histeroscopia													
6523	682403	Miomectomia uterina (unica o multiple) por laparoscopia													
6526	682402	Miomectomia uterina y escision de tumor fibroide (unico o multiple) via vaginal													
6525	682401	Miomectomia uterina y escision de tumor fibroide (unico o multiple) por laparotomia													
8672	682302	Reseccion de polipo endometrial por histeroscopia													
8671	682301	Reseccion de polipo endometrial ncoc													
5416	682202	Incision o extirpacion de tabique congenito uterino por histeroscopia													
5417	682201	Incision o extirpacion de tabique congenito uterino por laparotomia													
6086	682102	Liberacion de adherencias intraluminales de utero por histeroscopia													
6087	682101	Liberacion de adherencias intraluminales del utero													
1123	681611	Biopsia de endometrio y lesion endometrial por histeroscopia													
1146	681610	Biopsia de miometrio por laparoscopia													
1120	681603	Biopsia de endometrio por aspiracion													
1121	681602	Biopsia de endometrio por lavado													
1122	681601	Biopsia de endometrio por pinza sacabocado o de legrado													
1186	681510	Biopsia endoscopica de ligamentos de utero. ncoc													
1059	681400	Biopsia abierta de ligamentos de utero sod													
1147	681310	Biopsia de miometrio por laparotomia													
5294	681200	Histeroscopia sod													
5296	680101	Histerotomia con extirpacion de mola hidatiforme o feto muerto													
5297	680100	Histerotomia sod													
10235	676920	Traqueloplastia con traquelorrafia													
2242	676910	Correccion de desgarro obstetrico antiguo de cuello uterino													
4533	676210	Fistulectomia cervicosigmoidal													
9683	676100	Sutura de laceracion o desgarro de cuello uterino (cervix) sod													
1526	675100	Cerclaje de istmo uterino sod													
3585	674400	Escision de munon cervical con correccion de enterocele sod													
3584	674300	Escision de munon cervical con colporrafia anterior y posterior sod													
3586	674200	Escision de munon cervical con reparacion del piso pelvico sod													
3587	674100	Escision de munon cervical via vaginal o abdominal sod													
338	674000	Amputacion del cuello uterino o traquelectomia sod													
1497	673410	Cauterizacion cervical por radiocirugia													
1990	673402	Conizacion con radiocirugia (letz) bajo colposcopia													
2481	673310	Criocauterizacion de cuello uterino (cervix)													
3352	673210	Electrocauterizacion de cuello uterino (cervix)													
4123	673110	Extirpacion polipo pediculado sesil en cuello uterino													
4085	673100	Extirpacion de polipo en cuello uterino ncoc													
1991	672001	Conizacion en frio													
1117	671203	Biopsia de cuello uterino circunferencial													
1184	671202	Biopsia en sacabocado de cuello uterino (cervix)													
1116	671201	Biopsia de cuello uterino (cervix) ncoc													
2895	670100	Dilatacion y curetaje de munon cervical sod													
6109	669903	Liberacion o lisis de adherencias de ovario y trompas de falopio por microcirugia													
6107	669902	Liberacion o lisis de adherencias (leves. moderadas o severas) de ovario y trompas de falopio por laparoscopia													
6108	669901	Liberacion o lisis de adherencias de ovario y trompas de falopio por laparotomia													
5237	669800	Hidrotubacion de trompa de falopio sod													
5749	669700	Insuflacion o inyeccion de agente terapeutico en trompa de falopio sod													
5386	669500	Implantacion o reemplazo de protesis de trompa de falopio sod													
9270	669410	Salpingo-ooforoplastia [operacion de estes]													
4103	669130	Extirpacion de un ovario (remanente. solitario o unico) con reseccion de trompa													
9268	669120	Salpingo-ooforectomia unilateral por laparoscopia													
9269	669110	Salpingo-ooforectomia unilateral por laparotomia													
5748	668100	Insuflacion de trompa de falopio sod													
7814	667903	Reconstruccion de trompa de falopio seccionada (anastomosis termino-terminal)													
9271	667901	Salpingoplastia por laparotomia													
9261	667611	Salpingolisis con microcirugia													
9262	667610	Salpingolisis de adherencias (leves. moderadas o severas) por laparoscopia													
9263	667601	Salpingolisis por laparotomia													
9260	667400	Salpingohisterotomia (salpingo-uterostomia) ncoc													
9274	667303	Salpingo-salpingostomia con microcirugia													
9267	667200	Salpingooforotomia sod													
9719	667101	Sutura simple de trompa de falopio por laparotomia													
8683	666220	Reseccion de quiste en mesosalpinx por laparoscopia													
8684	666210	Reseccion de quiste en mesosalpinx por laparotomia													
4094	666110	Extirpacion de tumor con salpingectomia parcial													
8758	666100	Reseccion de tumor en trompa de falopio sod													
4091	665301	Extirpacion de trompa de falopio remanente													
9255	665002	Salpingectomia bilateral total por laparoscopia													
9256	665001	Salpingectomia bilateral total por laparotomia													
9257	664002	Salpingectomia unilateral total por laparoscopia													
9258	664001	Salpingectomia unilateral total por laparotomia													
3759	663910	Esterilizacion femenina ncoc													
9314	663101	Seccion y/o ligadura de trompas de falopio [cirugia de pomeroy] sistema reproductor femenino													
7141	663100	Paquete pomeroy													
24	662200	Ablacion u oclusion endoscopica (via laparoscopica) bilateral de trompa de falopio ncoc													
23	662101	Ablacion u oclusion de trompa de falopio unica via laparoscopica													
1174	661120	Biopsia de trompas de falopio por laparoscopia													
1175	661110	Biopsia de trompas de falopio por laparotomia													
9282	660203	Salpingostomia y salpingopastia con microcirugia													
9275	660202	Salpingostomia por laparoscopia													
9276	660201	Salpingostomia por laparotomia													
9279	660103	Salpingostomia y drenaje trompa de falopio con microcirugia													
9280	660102	Salpingostomia y drenaje trompa de falopio por laparoscopia													
9281	660101	Salpingostomia y drenaje trompa de falopio por laparotomia													
6102	659520	Liberacion de torsion de ovario por laparoscopia													
6103	659510	Liberacion de torsion de ovario por laparotomia													
4051	659300	Extirpacion de embarazo ectopico ovarico sin ooforectomia sod													
896	659130	Aspiracion de ovario percutanea guiada por ecografia													
897	659120	Aspiracion de ovario por laparoscopia													
6873	657803	Ooforopexia bilateral por laparotomia													
6874	657802	Ooforopexia unilateral por laparoscopia													
6875	657801	Ooforopexia unilateral por laparotomia													
6878	657100	Oofororrafia simple													
6840	657000	Oforoplastia ncoc													
4082	655201	Extirpacion de ovario remanente solitario o unico													
6865	655103	Ooforectomia bilateral con omentectomia por laparotomia													
6866	655101	Ooforectomia bilateral por laparotomia													
6867	655100	Ooforectomia bilateral sod													
6868	653103	Ooforectomia unilateral con omentectomia por laparotomia													
6869	653102	Ooforectomia unilateral por laparoscopia													
6870	653101	Ooforectomia unilateral por laparotomia													
6871	653100	Ooforectomia unilateral sod													
6106	652930	Liberacion o lisis de adherencias (leves. moderadas o severas) de ovario por laparotomia con microcirugia (uni o bilateral)													
6098	652920	Liberacion de lisis o adherencias (leves. moderadas o severas) de ovario por laparotomia													
1728	652910	Citoreduccion de tumor de ovario													
8691	652820	Reseccion de quiste para-ovarico por laparoscopia													
8692	652810	Reseccion de quiste para-ovarico por laparotomia													
4665	652720	Fulguracion en ovario por laparoscopia													
4666	652710	Fulguracion en ovario por laparotomia													
6841	652410	Oforostomia													
7618	652403	Puncion y drenaje de lesion de ovario via percutanea													
7616	652402	Puncion y drenaje de lesion de ovario por laparoscopia													
7617	652401	Puncion y drenaje de lesion de ovario por laparotomia													
8690	652310	Reseccion de quiste o tumor de ovario y biopsia contralateral													
8756	652302	Reseccion de tumor en ovario por laparoscopia													
8757	652301	Reseccion de tumor en ovario por laparotomia													
8571	652200	Reseccion cuneiforme en ovario sod													
1671	652102	Cistectomia por laparoscopia													
1672	652101	Cistectomia por laparotomia													
1222	651330	Biopsia por puncion en ovario por laparoscopia													
1223	651310	Biopsia por puncion en ovario por laparotomia													
1224	651304	Biopsia puncion percutanea en ovario guiada por imagenologia													
1188	651202	Biopsia escision en ovario por laparoscopia													
1189	651201	Biopsia escision en ovario por laparotomia													
5428	649805	Incision y drenaje de flegmon peneano													
2209	649804	Correccion de angulacion peneana													
5899	649803	Irrigacion. puncion o drenaje de cuerpo cavernoso													
2645	649802	Derivacion cuerpo-safena o safeno-cavernosa													
2644	649801	Derivacion cuerpocavernosa-cuerpoespongiosa o bulbo-cavernosa													
5741	649700	Insercion o sustitucion de protesis de pene inflable sod													
9082	649600	Retiro de protesis peneana sod													
5736	649500	Insercion o reemplazo de protesis interna de pene no inflable (rigida y semirigida) sod													
9309	649300	Seccion o corte de adherencias peneanas ncoc													
2420	649100	Corte dorsal o lateral en prepucio ncoc													
1656	645100	Cirugia de genitales ambiguos ncoc													
5858	644930	Inyeccion en placas de fibrosis de pene													
7288	644920	Plastia de frenillo peneal													
4079	644910	Extirpacion de nodulos de enfermedad de peyronie													
8303	644500	Reimplante o recolocacion de pene													
7839	644400	Reconstruccion peneana sod													
2006	644300	Construccion de pene sod													
6096	644200	Liberacion de cordee sod													
9684	644100	Sutura de laceracion o herida en pene sod													
353	643200	Amputacion total del pene o penectomia total sod													
349	643100	Amputacion parcial del pene o penectomia parcial sod													
4670	642100	Fulguracion reseccion de condilomas venereos en pene													
7197	641200	Penoscopia sod													
1157	641100	Biopsia de pene sod													
1649	640000	Circuncision ncoc													
4196	639600	Extraccion de cuerpo extrano de cordon espermatico y epididimo sod													
5425	639300	Incision y drenaje de cordon espermatico sod													
5409	639200	Incision (epididimotomia)y drenaje del epididimo sod													
892	639100	Aspiracion de espermatocele sod													
3497	638300	Epididimovasostomia ncoc													
7822	638200	Reconstruccion del conducto deferente seccionado o vaso vasostomia) ncoc													
9664	638100	Sutura de laceracion de conducto deferente y epididimo ncoc													
10670	637300	Vasectomia sod													
6127	637200	Ligadura de cordon espermatico sod													
6140	637100	Ligadura o seccion de conducto deferente sod													
10672	636100	Vasotomia ncoc													
8191	635200	Reduccion de torsion testicular o cordon espermatico sod													
9678	635100	Sutura de laceracion en cordon espermatico y epididimo sod													
3494	634000	Epididimectomia sod													
8623	633200	Reseccion de hematocele de cordon espermatico sod													
3727	632100	Espermatocelectomia o reseccion quiste del epididimo sod													
5224	631301	Hidrocelectomia de canal de nuck via inguinal													
5225	631300	Hidrocelectomia ncoc													
10666	631011	Varicocelectomia con preservacion de arteria													
10665	631010	Varicocelectomia con ligadura alta de vena espermatica													
6125	631001	Ligadura alta de vena espermatica via retroperitoneal													
1111	630300	Biopsia de conducto deferente sod													
1114	630200	Biopsia de cordon espermatico sod													
1124	630100	Biopsia de epididimo sod													
4209	629300	Extraccion de cuerpo extrano del testiculo sod													
5396	627100	Implante de protesis testicular ncoc													
6910	626100	Orquidorrafia o sutura de testiculo sod													
6907	625220	Orquidopexia con transposicion o movilizacion y sustitucion de testiculo en escroto													
6906	625210	Orquidopexia con reconstruccion de canal inguinal													
6908	625202	Orquidopexia transabdominal													
5382	625201	Implantacion del testiculo en tejidos vecinos [ por ablacion escrotal]													
4526	625104	Fijacion testicular profilactica													
6905	625101	Orquidopexia con destorsion de testiculo o de cordon espermatico													
4090	623003	Extirpacion de testiculo restante o unico													
6911	623002	Orquiectomia unilateral con epidididectomia													
6912	623001	Orquiectomia unilateral ncoc													
8700	622102	Reseccion de quistes testiculares													
8577	622101	Reseccion de apendice o hidatide testicular													
1067	621200	Biopsia abierta de testiculo sod													
1095	621100	Biopsia cerrada [percutanea] [por aguja] de testiculo sod													
3107	620100	Drenaje por incision en testiculo sod													
4207	619202	Extraccion de cuerpo extrano del escroto por incision													
3075	619201	Drenaje de hematocele o piocele de tunica vaginalis													
7786	614910	Reconstruccion de escroto con colgajo o injerto pedicular													
4538	614200	Fistulectomia del escroto sod													
9667	614100	Sutura de laceracion de escroto y tunica vaginalis sod													
8948	613402	Reseccion total del escroto													
8896	613401	Reseccion parcial del escroto													
4663	613102	Fulguracion de lesion escrotal													
8694	613101	Reseccion de quiste sebaceo en escroto													
8455	612101	Reparacion o extirpacion de hidrocele de tunica vaginalis ncoc													
1177	611102	Biopsia de tunica vaginalis													
1126	611101	Biopsia de escroto													
5426	610101	Incision y drenaje de escroto y tunica vaginalis por via abierta													
2889	609501	Dilatacion transuretral con balon de uretra prostatica guiada por imagenologia													
2890	609500	Dilatacion transuretral con balon de uretra prostatica sod													
1704	609420	Cistoscopia para coagulacion de hemorragia prostatica													
2143	609410	Control de hemorragia postquirurgica de prostata via abierta													
9132	609301	Revision y reparacion de capsula via transvesical													
902	609100	Aspiracion percutanea de prostata sod													
4065	608201	Extirpacion de lesion de tejido periprostatico													
3044	608101	Drenaje de absceso periprostatico													
4087	607320	Extirpacion de quiste de vesicula seminal													
4086	607310	Extirpacion de quiste de conducto de muller													
10725	607301	Vesiculectomia o espermatocistectomia sod													
10727	607200	Vesiculotomia seminal sod													
900	607100	Aspiracion percutanea con aguja de vesiculas seminales sod													
7493	605300	Prostatectomia radical por cualquier acceso ncoc													
7503	605101	Prostatovesiculectomia sod													
7499	604100	Prostatectomia transvesicocapsular sod													
135	604000	Adenomectomia retropubica ncoc													
7498	603100	Prostatectomia transvesical sod													
7496	602902	Prostatectomia transuretral y/o por vaportrode													
8876	602901	Reseccion o enucleacion transuretral de prostata (rtup) o adenomectomia													
1168	601500	Biopsia de tejido periprostatico sod													
1071	601400	Biopsia abierta de vesiculas seminales sod													
1094	601301	Biopsia cerrada [percutanea] [con aguja] de vesiculas seminales por abordaje transrectal													
1163	601200	Biopsia de prostata via abierta sod													
1092	601102	Biopsia cerrada [percutanea] [con aguja] de prostata por abordaje perineal													
1093	601101	Biopsia cerrada [percutanea] [con aguja] de prostata por abordaje transrectal													
7502	600200	Prostatolitotomia sod													
3046	600112	Drenaje de absceso prostatico por endoscopia													
3047	600110	Drenaje de absceso prostatico via abierta													
6241	599510	Litiasis urinaria fragmentada por ultrasonido													
8216	599400	Reemplazo de tubo de cistostomia sod													
8306	599302	Reinsercion de tubo de ureterostomia													
1343	599301	Cambio de tubo de ureterostomia													
4102	599110	Extirpacion de tumor retroperitoneal con diseccion de grandes vasos													
2893	599002	Dilatacion ureteral via endoscopica (cambio de cateter urinario)													
1488	598001	Cateterismo ureteral de autoretencion via endoscopica													
8419	597990	Reparacion de incontinencia urinaria de esfuerzo ncoc													
10532	597940	Uretrocolpopexia via vaginal o abdominal													
10543	597920	Uretroplastia de ampliacion													
10539	597910	Uretropexia anterior													
5866	597251	Inyeccion periuretral endoscopica													
1715	597104	Cistouretropexia vaginal													
1714	597101	Cistouretropexia con cabestrillo (suspension del musculo elevador)													
9606	596101	Suspension parauretral con control endoscopico													
10527	595103	Uretrocistopexia por laparoscopia													
9608	595101	Suspension uretro vesical retropubica [marshall-marchetti-kranz]													
9607	595100	Suspension uretral retropubica ncoc													
5422	591920	Incision y drenaje de coleccion ( hematoma o absceso) en tejido perivesical y espacio de retzius													
4008	591910	Exploracion de tejido perivesical													
6110	591100	Liberacion o lisis de adherencias perivesicales sod													
3100	590500	Drenaje percutaneo de coleccion (hematoma o absceso) en area perirrenal													
5424	590401	Incision y drenaje de coleccion (abscesos o hematomas) perirenal													
7255	590302	Pieloureterolisis o liberacion de adherencias periureterales y pericaliciales													
10496	590301	Ureterolisis o liberacion de adherencias periureterales													
10495	590201	Ureterolisis con liberacion o reposicionamiento de ureter por fibrosis retroperitoneal													
4028	590101	Exploracion retroperitoneal ( lumbotomia exploradora)													
1882	589701	Colocacion endoscopica de protesis endouretral													
3595	589200	Escision de tejido periuretral sod													
5420	589120	Incision y drenaje de abscesos periuretrales o urinosos													
3072	589110	Drenaje de glandula bulbouretral													
10538	587010	Uretrolitotomia endoscopica													
2868	586300	Dilatacion de uretra por sondeo sod													
2867	586200	Dilatacion de union uretrovesical sod													
2869	586102	Dilatacion de uretra por uretrotomia interna													
2870	586101	Dilatacion de uretra por uretrotomia externa													
6386	585010	Meatotomia uretral interna													
10535	585000	Uretrolisis ncoc													
7345	584903	Plicatura uretral													
6321	584901	Marsupializacion de diverticulo uretral													
6379	584700	Meatoplastia uretral sod													
10544	584603	Uretroplastia perineal													
10542	584602	Uretroplastia con otros tejidos (con injerto libre de mucosa vesical)													
10545	584601	Uretroplastia transpubica													
6286	584591	Magpi : meatoplastia. glanduloplastia. avanzamiento													
2269	584523	Correccion de hipospadias. segundo tiempo													
2268	584522	Correccion de hipospadias primer tiempo													
2267	584520	Correccion de hipospadias en un solo tiempo													
2248	584510	Correccion de epispadias													
9103	584402	Revision de anastomosis de uretra													
381	584401	Anastomosis de uretra-uretra													
1582	584305	Cierre de fistula de neouretra													
1603	584304	Cierre de fistula uretro-vaginal													
8608	584303	Reseccion de fistula uretrocutanea													
1601	584302	Cierre de fistula uretro-perineo-escrotal													
1602	584301	Cierre de fistula uretrorectal													
1615	584200	Cierre de uretrostomia sod													
10550	584103	Uretrorrafia perineal													
10549	584102	Uretrorrafia peneana													
10548	584101	Uretrorrafia femenina													
2934	583260	Diverticulectomia uretral por via abierta													
10520	583240	Uretrectomia radical por via abierta													
10522	583230	Uretrectomia simple por via abierta													
4066	583204	Extirpacion de lesion de uretra por via abierta													
4104	583202	Extirpacion de valva congenita de uretra por via abierta													
4048	583201	Extirpacion de carunculas uretrales por via abierta													
8530	583106	Reseccion transuretral de diverticulos uretrales													
3562	583103	Escision endoscopica de estenosis de uretra													
4109	583102	Extirpacion endoscopica de valva congenita de uretra													
4667	583101	Fulguracion endoscopica de lesiones uretrales													
1170	582401	Biopsia de tejido periuretralvia abierta													
1178	582301	Biopsia de uretra via abierta													
10552	582100	Uretroscopia perineal sod													
6381	581020	Meatotomia externa													
10554	580110	Uretrostomia perineal													
10556	580050	Uretrotomia interna endoscopica													
8330	580030	Remocion de calculo y/o cuerpo extrano uretral con incision													
4117	580010	Extirpacion o escision de tabique uretral													
7427	579950	Procedimiento anti-incontinencia urinaria masculina ncoc													
8213	579501	REEMPLAZO DE DISPOSITIVO URINARIO (VESICAL)													
8209	579500	Reemplazo de cateter urinario (vesical) ncoc													
5709	579401	INSERCIÓN DE DISPOSITIVO URINARIO (VESICAL)													
5699	579400	Insercion de cateter urinario (vesical) ncoc													
2136	579302	Control de hemorragia (postquirurgica) de vejiga via endoscopica													
2135	579301	Control de hemorragia (postquirurgica) de vejiga via abierta													
2859	579200	Dilatacion de cuello vesical sod													
3676	579102	Esfinterotomia vesical cerrada [endoscopica]													
9609	578990	Suspension vesical ncoc													
1698	578910	Cistopexia													
370	578802	Anastomosis cistocolica													
384	578801	Anastomosis de vejiga con segmento intestinal ncoc													
5347	578704	Ileo-ceco-cistoplastia													
321	578703	Ampliacion de vejiga con segmento de estomago													
320	578702	Ampliacion de vejiga con segmento de colon													
319	578701	Ampliacion de vejiga con segmento aislado de ileon													
8408	578600	Reparacion de extrofia vesical sod													
7341	578501	Plicatura de esfinter vesical													
4550	578450	Fistulectomia uretro-perineo-vesical													
4551	578403	Fistulectomia utero-vesical (vesicouterina)													
4554	578402	Fistulectomia vesico-vaginal													
4534	578401	Fistulectomia cervico-vesical													
4552	578302	Fistulectomia vesico-sigmoido-vaginal													
4545	578301	Fistulectomia recto-vesical o recto-vesico-vaginal													
1616	578202	Cierre de vesicostomia													
1565	578201	Cierre de cistostomia [fistulectomia vesico-cutanea]													
9681	578100	Sutura de laceracion o desgarro vesical (cistorrafia) sod													
4119	577150	Extirpacion o remocion de vejiga. uretra y tejido graso en mujer													
4118	577130	Extirpacion o remocion de vejiga. prostata. vesiculas seminales y tejido graso (cistoprostatectomia)													
3960	577120	Exenteracion pelvica en hombre (con recto)													
1675	577005	Cistectomia total con uretrectomia													
8525	576061	Reseccion endoscopica de cuello vesical transuretral													
8496	576060	Reseccion de cuello vesical transvesical													
1669	576000	Cistectomia parcial por via abierta ncoc													
2928	575203	Diverticulectomia de vejiga por via abierta													
8527	575202	Reseccion o fulguracion suprapubica de lesion vesical. por via abierta													
3426	575201	Endometrectomia de vejiga													
8572	575102	Reseccion de fistula uracal													
8704	575101	Reseccion de seno uracal de vejiga (uracovesical)													
4668	574202	Fulguracion endoscopica de lesion vesical													
8827	574201	Reseccion endoscopica de lesion vesical													
1171	573500	Biopsia de tejido perivesical sod													
1228	573400	Biopsia vesical a cielo abierto sod													
1227	573320	Biopsia unica o simple de vejiga por cistoscopia													
1206	573310	Biopsia multiple o mapeo vesical por cistoscopia													
1705	573201	Cistoscopia transuretral													
1703	573100	Cistoscopia a travez de estoma artificial o cistostomia sod													
9119	572200	Revision o sutura de vesicostomia sod													
10722	572101	Vesicostomia [cutanea]													
1711	571220	Cistostomia cerrada [percutanea] suprapubica													
1710	571210	Cistostomia abierta													
4188	571140	Extraccion de calculo en vejiga (cistolitotomia) por via abierta													
4231	571130	Extraccion de cuerpo extrano en vejiga por via abierta													
903	571110	Aspiracion percutanea de vejiga													
5117	570500	Hemostasia vesical transuretral sod													
8341	570400	Remocion transuretral de cuerpos extranos de vejiga sod													
8331	570300	Remocion de calculos de vejiga transuretral sod													
8332	570200	Remocion de coagulos de vejiga transuretral sod													
6160	570100	Limpieza y drenaje transuretral de vejiga sod													
2892	569002	Dilatacion ureteral via endoscopica													
2865	569001	Dilatacion de meato ureteral													
8217	568970	Reemplazo de ureter con segmento ileal implantado en vejiga													
8833	568942	Reseccion endoscopica de ureterocele													
8806	568941	Reseccion de ureterocele y reimplante de ureter ipsilateral via abierta													
10510	568700	Ureteroplastia o anastomosis termino-terminal sod													
4553	568440	Fistulectomia vesico-uretero-vaginal y reimplante ureteral													
1600	568410	Cierre de fistula uretero-enterica o ureterovisceral													
1613	568300	Cierre de ureterostomia sod													
9675	568200	Sutura de laceracion de ureter o ureterorrafia sod													
10231	567500	Transuretero-ureterostomia sod													
7768	567460	Reanastomosis uretero-vesical													
10504	567441	Ureteroneocistostomia con tecnica de alargamiento vesical (con colgajo o pliegue vesical)													
10505	567440	Ureteroneocistostomia por anastomosis o reimplantacion ureterovesical													
9109	566201	Revision de estoma de ureterostomia cutanea													
10517	566000	Ureterostomia cutanea sod													
9104	565900	Revision de anastomosis uretero intestinal ncoc													
10507	565710	Ureteroneoproctostomia (anastomosis de ureteres a recto aislado in situ ) [operacion de heinz-boyer]													
10490	565610	Ureterocolostomia													
10501	565410	Ureteroneocecocistoplastia													
10515	565201	Ureterosigmoidostomia sod													
4593	565200	Formacion de conducto colonico con tunelizacion de ureter sod													
10493	565101	Ureteroileostomia cutanea [cirugia de bricker] [vejiga ileal]													
10488	564200	Ureterectomia total o residual ncoc													
115	564130	Acortamiento o remodelacion de ureter con reimplantacion ureterovesical													
3579	564120	Escision de lesion ureteral y/o para ureteral													
3429	563520	Endoscopia (cistoscopia) del conducto colonico													
3430	563510	Endoscopia (cistoscopia) del conducto ileal													
1049	563400	Biopsia abierta de ureter sod													
1087	563300	Biopsia cerrada [endoscopica] de ureter (ureteroscopia con biopsia) sod													
10514	563100	Ureteroscopia diagnostica con/sin biopsia													
10499	562201	Ureterolitotomia por ureterotomia (via abierta)													
4009	562101	Exploracion de ureter por ureterotomia (via abierta)													
6384	561102	Meatotomia ureteral via endoscopica													
6380	561101	Meatotomia ureteral via abierta													
8344	560300	Remocion transuretral (sin incision) de cuerpo extrano en ureter o pelvis renal													
8342	560200	Remocion transuretral (sin incision) de calculo de ureter o pelvis renal [ureterolitotomia endoscopica]													
8343	560101	Remocion transuretral (sin incision) de coagulo sanguineo en ureter y pelvis renal													
2141	559701	Control de hemorragia post nefrectomia para hemostasia y evacuacion de hemoretroperitoneo													
5868	559601	Inyeccion renal esclerosante por via percutanea													
