id	cups	procedimiento								D	D				D
8212	559400	Reemplazo de cateter de pielostomia sod													
8211	559300	Reemplazo de cateter de nefrostomia sod													
899	559230	Aspiracion o drenaje percutaneo de quiste renal													
3098	559220	Drenaje percutaneo de absceso renal													
8367	559210	Renopuncion o puncion renal percutanea													
6091	558801	Liberacion de adherencias pielicas o ureteropielicas													
7247	558730	Pieloplastia endoscopica reintervencion en rinon unico													
7246	558720	Pieloplastia endoscopica													
7249	558703	Pieloplastia via abierta													
6634	558640	Nefroenterostomia cutanea													
413	558630	Anastomosis uretero calicial o nefrocalicostomia													
407	558620	Anastomosis pielo-uretero-vesical													
6640	558610	Nefro-pielo-ureterostomia													
1591	558310	Cierre de fistula nefrovisceral ncoc													
1561	558201	Cierre de nefrostomia y/o pielostomia													
6642	558101	Nefrorrafia o sutura de laceracion renal													
6639	557000	Nefropexia sod													
10192	556200	Transplante de rinon de donante sod													
985	556100	Autotransplante renal sod													
6625	555602	Nefrectomia (rescate de organo)													
6633	555601	Nefrectomia subcapsular													
6632	555600	Nefrectomia simple ( unilateral total) sod													
6626	555400	Nefrectomia bilateral sod													
8339	555300	Remocion de rinon transplantado o rechazado sod													
6627	555200	Nefrectomia de rinon residual o unico sod													
6652	555102	Nefro-ureterectomia total (unilateral)													
6650	555101	Nefro-ureterectomia con segmento de vejiga													
8818	554400	Reseccion en cuna de rinon sod													
8673	554200	Reseccion de polo renal sod													
5051	554101	Heminefrectomia ncoc													
2931	553120	Diverticulectomia u obliteracion de diverticulo de caliz													
8526	553102	Reseccion endoscopica de lesion pielica													
3612	553101	Escision local o destruccion de lesion renal via abierta													
1226	552500	Biopsia tejidos perirenales sod													
1225	552401	Biopsia rinon por via abierta o lumbotomia													
1185	552320	Biopsia endoscopica de rinon													
1103	552310	Biopsia con aguja o trocar de rinon													
7251	552201	Pieloscopia diagnostica													
6643	552101	Nefroscopia diagnostica													
7253	551210	Pielostomia o insercion de tubo para drenaje de pelvis renal													
4187	551140	Extraccion de calculo coraliforme por pielotomia													
4257	551120	Extraccion de cuerpo extrano y/o calculo por pielotomia													
4005	551110	Exploracion de pelvis renal por pielotomia via abierta													
6647	550401	Nefrostomia percutanea con litofragmentacion y extraccion endoscopica en rinon													
4346	550301	Extraccion percutanea [nefroscopica] de calculos en rinon (nefrosto-litotomia) y/o en pelvis renal (pielosto-litotomia)													
6648	550200	Nefrostomia via abierta													
3049	550104	Drenaje de absceso renal por nefrotomia													
6636	550103	Nefrolitotomia o extraccion de calculo o cuerpo extrano por nefrotomia													
4007	550102	Exploracion de rinon por nefrotomia													
6327	550101	Marsupializacion de quiste renal por nefrotomia													
2836	549802	Dialisis peritoneal automatizada													
2837	549801	Dialisis peritoneal manual													
5853	549700	Inyeccion de sustancia terapeutica de accion local en vavidad peritoneal sod													
5845	549600	Inyeccion de aire en cavidad peritoneal sod													
7343	549501	Plicatura de peritoneo [noble modificada]													
4245	549202	Extraccion de cuerpo extrano intraperitoneal (o diu perdido). por laparoscopia													
4175	549201	Extraccion cuerpo extrano intraperitoneal (o diu perdido). por laparotomia													
7150	549100	Paracentesis terapeutica (para descomprension o drenaje) ncoc													
9079	549013	Retiro de otro cateter peritoneal													
9068	549012	Retiro de cateter permanente para hemodialisis													
9067	549011	Retiro de cateter para quimioterapia intraarterial													
1865	549004	Colocacion de cateter implantable para quimioterapia intraarterial													
1869	549003	Colocacion de cateteres para derivacion ventriculoperitoneal y peritoneventricular													
5705	549002	Insercion de cateter permanente para hemodialisis													
1866	549001	Colocacion de cateter para dialisis peritoneal													
8697	547600	Reseccion de quiste vitelino o seno umbilical sod													
7293	547500	Plastia de pared abdominal sod													
3930	547402	Eventrorrafia con colocacion de malla													
3931	547401	Eventrorrafia sin colocacion de malla													
1609	547300	Cierre de piel con incisiones de relajacion en onfalocele o gastrosquisis ncoc													
2293	547200	Correccion de onfalocele ncoc													
2419	547100	Correccion total de evisceracion prenatal (gastrosquisis) sod													
1632	546200	Cierre retardado de herida abdominal en fase de granulacion sod													
6775	546100	Nuevo cierre de disrupcion postoperatoria de pared abdominal (evisceracion) ncoc													
6235	545100	Lisis de adherencias peritoneales por laparoscopia sod													
6236	545000	Lisis de adherencias peritoneales por laparotomia sod													
6852	544102	Omentectomia total													
6851	544101	Omentectomia parcial													
4059	543302	Extirpacion de lesion amplia en la pared abdominal con protesis													
4060	543301	Extirpacion de lesion amplia en la pared abdominal con rotacion de colgajo													
8707	543200	Reseccion de tummor maligno de la pared abdominal sod													
4092	543100	Extirpacion de tumor benigno en la pared abdominal sod													
7147	542700	Paracentesis abdominal diagnostica sod													
6006	542600	Lavado peritoneal diagnostico sod													
1090	542500	Biopsia cerrada [percutanea] [con aguja] de masa intraabdominal sod													
1065	542400	Biopsia abierta de peritoneo (mesenterio y omento) sod													
1091	542300	Biopsia cerrada [percutanea] [con aguja] de pared abdominal sod													
1064	542200	Biopsia abierta de pared abdominal u ombligo sod													
5971	542121	Laparoscopia con biopsia													
5973	542101	Laparoscopia diagnostica													
6320	541801	Marsupializacion abdominal por pancreatitis													
8635	541600	Reseccion de lesion benigna o maligna en epiplon o en estructuras vasculares u organos retroperitoneales mesenterio sod													
8782	541504	Reseccion de tumor retroperitoneal con diseccion de estructuras vasculares u organos retroperitoneales													
8783	541503	Reseccion de tumor retroperitoneal con vaciamiento ganglionar													
3024	541502	Drenaje de abceso retroperitoneal													
4003	541501	Exploracion de espacio retroperitoneal													
6004	541403	Lavado peritoneal de la peritonitis generalizada													
3918	541402	Evacuacion inicial de la peritonitis meconial. sin reseccion intestinal													
6007	541401	Lavado peritoneal post- laparotomia													
3058	541302	Drenaje de coleccion intraperitoneal (epiploico. omental. periesplenico. perigastrico. subhepatico. de la fosa iliaca o plastron apendicular) por laparotomia													
3059	541301	Drenaje de coleccion intraperitoneal (epiploico. omental.periesplenico. perigastrico. subhepatico. subrenico. de la fosa iliaca o plastron apendicular) por laparoscopia													
5979	541202	Laparotomia exploratoria con hemostasia y evacuacion de hemoperitoneo													
5978	541201	Laparotomia exploratoria con drenaje de absceso de la pared abdominal													
5980	541200	Laparotomia exploratoria ncoc													
6498	541103	Microlaparotomia por necrosis													
3060	541101	Drenaje de coleccion por microlaparotomia													
6005	541100	Lavado peritoneal diagnostico por microlaparotomia													
5981	541002	Laparotomia para clasificacion en enfermedad de hodkin													
5975	541001	Laparotomia de precision entumor ovarico													
5976	541000	Laparotomia de precision ncoc													
3054	540002	Drenaje de coleccion (absceso) retroperitoneal													
3053	540001	Drenaje de coleccion (absceso) extraperitoneal													
3052	540000	Drenaje de coleccion (absceso) en pared abdominal sod													
8415	537100	Reparacion de hernia diafragmatica via toracica ncoc													
8414	537000	Reparacion de hernia diafragmatica via abdominal ncoc													
8418	536400	Reparacion de hernia paraesternal (morgagni) sod													
5189	536300	Herniorrafia isquiorrectal sod													
5187	536200	Herniorrafia isquiatica sod													
5193	536100	Herniorrafia obturadora sod													
5191	536000	Herniorrafia lumbar sod													
5166	535300	Herniorrafia de spiegel sod													
5170	535203	Herniorrafia epigastrica con protesis													
5171	535202	Herniorrafia epigastrica por recidiva													
5216	535201	Hherniorrafia epigastrica													
8417	535100	Reparacion de hernia incisional (eventracion) sod													
5195	534200	Herniorrafia umbilical con protesis sod													
5196	534100	Herniorrafia umbilical reproducida sod													
5177	533000	Herniorrafia femoral o crural reproducida sod													
