id,cups,procedimiento,ide
4747,920703,Gamagrafia hepatobiliar con colecistoquinina,4987
4736,920705,Gamagrafia de trasplante hepatico,4464
4750,920706,Gamagrafia hepatoesplenica con spect,4988
4728,920707,Gamagrafia de pool sanguineo hepatico,4465
4729,920708,Gamagrafia de reflujo biliar,4989
8364,920801,Renograma secuencial,4466
8366,920802,Renograma secuencial con filtracion glomerular,4990
4710,920803,Gamagrafia de flujo plasmatico renal efectivo,4467
4691,920804,Gamagrafia de residuo vesical,4991
4690,920805,Gamagrafia de filtracion glomerular,4468
4705,920806,Gamagrafia de perfusion testicular y contenido escrotal,4992
1687,920807,Cistogamagrafia,4469
8360,920808,Renograma basal y post captopril,4993
4765,920809,Gamagrafia renal estatica con dmsa,4470
4723,920810,Gamagrafia de perfusion renal,4994
8361,920811,Renograma con mertiatide,4471
8362,920812,Renograma diuretico,4995
4737,920813,Gamagrafia de trasplante renal,4472
4752,920901,Gamagrafia osea,4996
4755,920902,Gamagrafia osea de tres fases,4473
4753,920903,Gamagrafia osea con spect,4997
4769,920904,Gamagrafia spect columna,4474
2932,9210,Diverticulectomia ureteral,1725
2563,92100,Dacrioadenectomia parcial sod,5629
2567,921100,Dacriocistogamagrafia (gamagrafia de vias lagrimales) sod,4998
8804,9212,Reseccion de ureterocele (transuretral),1726
4701,921200,Gamagrafia con galio 67 sod,4475
8805,9213,Reseccion de ureterocele (via abierta),1727
4773,921301,Gamagrafiade viabilidad tumoral con mibi. tetrofosmin. talio u octeotride,4879
4771,921303,Gamagrafia tumoral con 11 c. metionina,4476
8604,9214,Reseccion de fistula uretero-cutanea,1728
8605,9215,Reseccion de fistula uretero-viseral,1729
10487,9216,Ureterectomia residual,1730
4707,921600,Gamagrafia de anticuerpos monoclonales sod,4880
4700,921700,Gamagrafia con dmsa. pentavalente sod,4477
4721,921801,Gamagrafia de pancreas con octeotride,4881
10516,9220,Ureterostomia cutanea,1731
2564,92200,Dacrioadenectomia total sod,5630
9801,922100,Teleterapia ortovoltaje menor de 120 kv,4478
10491,9222,Ureteroenterostomia cutanea,1732
9800,922200,Teleterapia ortovoltaje mayor de 120 kv sod,4882
10506,9223,Ureteroneoileostomia cutanea,1733
9805,922301,Teleterapia utilizando cobalto en una sola dosis y entidades benignas o irradiacion de productos sanguineos ( grupo 1 ) con simulador y planeacion computarizada (tipo i),4479
9803,922302,Teleterapia utilizando cobalto en una sola dosis y entidades benignas ( grupo 1 ) sin simulador y con planeacion computarizada (tipo ii),4883
9804,922303,Teleterapia utilizando cobalto en una sola dosis y entidades benignas ( grupo 1 ) sin simulador y con planeacion manual ( tipo iii),4480
9802,922304,Teleterapia utilizando cobalto en una sola dosis y entidades benignas ( grupo 1 ) con simulador y con planeacion manual ( tipo iv),4884
9806,922305,Teleterapia utilizando cobalto campo unico en encefalo. cara cuello. axila. axilo/supraclavicular. tronco. pelvis/perine o extremidades ( grupo 2 ) con simulador y con planeacion computarizada ( tipo i),4481
9809,922306,Teleterapia utilizando cobalto campo unico en encefalo. cara. cuello. axila. axilo/supraclavicular. tronco. pelvis/perine o extremidades ( grupo 2 ) sin simulador y con planeacion computarizada (tipo ii),4885
9807,922307,Teleterapia utilizando cobalto campo unico en encefalo. cara cuello. axila. axilo/supraclavicular. tronco. pelvis/perine o extremidades ( grupo 2 ) con simulador y con planeacion manual ( tipo iii ),4482
9808,922308,Teleterapia utilizando cobalto campo unico en encefalo. cara cuello. axila. axilo/supraclavicular. tronco. pelvis/perine o extremidades ( grupo 2 ) con simulador y con planeacion manual ( tipo iv),4886
9818,922309,Teleterapia utilizando cobalto profilaxis en encefalo.paleacion en cualquier region. campos multiples en mediastino. axila.axilosupraclavicular o extremidades ( grupo 3 ) con simulador y con planeacion computarizada ( tipo i),4483
9820,922310,Teleterapia utilizando cobalto profilaxis en encefalo.paleacion en cualquier region. campos multiples en mediastino. axila.axilosupraclavicular o extremidades ( grupo 3 ) sin simulador y con planeacion computarizada ( tipo ii),4887
9821,922311,Teleterapia utilizando cobalto profilaxis en encefalo.paleacion en cualquier region. campos multiples en mediastino.axila.axilosupraclavicular o extremidades ( grupo 3 ) sin simulador y con planeacion manual ( tipo iii),4512
9819,922312,Teleterapia utilizando cobalto profilaxis en encefalo.paleacion en cualquier region. campos multiples en mediastino. axila.axilosupraclavicular o extremidades ( grupo 3 ) con simulador y con planeacion manual ( tipo iv),4942
9817,922313,Teleterapia utilizando cobalto pre o posoperatorio ganglionar de mama. campos multiples en:cara. encefalo.mama. torax parcial de abdomen. pelvis o raquis. cuello. mediastino. hemit (grupo 4 ) con simulador y con planeacion computarizada (tipo i),4513
9815,922314,Teleterapia utilizando cobalto pre o posoperatorio ganglionar de mama. campos multiples en: cara. encefalo. mama. torax. parcial de abdomen. pelvis o raquis. cuello. mediastino. ( grupo 4 ) sin simulador y ( tipo ii),4514
9816,922315,Teleterapia utilizando cobalto pre o posoperatorio ganglionar de mama. campos multiples en: cara. encefalo. mama. torax. parcial de abdomen. pelvis o raquis. cuello. mediastino. ( grupo 4 ) sin simulador y con planeacion manual ( tipo iii),4515
9814,922316,Teleterapia utilizando cobalto pre o posoperatorio ganglionar de mama. campos multiples en: cara. encefalo. mama. torax. parcial de abdomen. pelvis o raquis. cuello. mediastino. ( grupo 4 ) con simulador,4516
9810,922317,Teleterapia utilizando cobalto en cara. encefalo. cuello. mediastino. ganglionar supra e infradiafragmatica. mama. bano toraccico. abdominal total. raquis. corporal total. ( grupo 5 ) con simulador y con planeacion computarizada ( tipo i),4517
9812,922318,Teleterapia utilizando cobalto en cara. encefalo. cuello. mediastino. ganglionar supra e infradiafragmatica. mama. bano toraccico. abdominal total. raquis. corporal total. ( grupo 5 ) sin simulador y con planeacion computarizada ( tipo ii),4518
9813,922319,Teleterapia utilizando cobalto en cara. encefalo. cuello. mediastino. ganglionar supra e infradiafragmatica. mama. bano toraccico. abdominal total. raquis. corporal total. ( grupo 5 ) sin simulador y con planeacion manual ( tipo iii),4519
9811,922320,Teleterapia utilizando cobalto en cara. encefalo. cuello. mediastino. ganglionar supra e infradiafragmatica. mama. bano toraccico. abdominal total. raquis. corporal total. ( grupo 5 ) con simulador y con planeacion manual ( tipo iv),4520
10508,9224,Ureteroneoproctostomia (anastomosis ureteres a recto aislado in situ),1734
9770,922401,Teleterapia con acelerador lineal hasta 10 mv. paleacion en una sola dosis y entidades benignas ( grupo 1 ) con simulador y planeacion computarizada (tipo i),4484
9771,922402,Teleterapia con acelerador lineal hasta 10 mv. paleacion en una sola dosis y entidades benignas ( grupo 1 ) sin simulador y planeacion computarizada (tipo ii),4485
9772,922403,Teleterapia con acelerador lineal hasta 10 mv. paleacion en una sola dosis y entidades benignas ( grupo 1 ) sin simulador y planeacion manual (tipo iii),4941
9769,922404,Teleterapia con acelerador lineal hasta 10 mv. paleacion en una sola dosis y entidades benignas ( grupo 1 ) con simulador y planeacion manual (tipo iv),4521
9768,922407,Teleterapia con acelerador lineal hasta 10 mv. campo unico en encefalo. cara. cuello. axila. axilo/supraclavicular. tronco. pelvis/perone o extremidades ( grupo 2 ) sin simulador y planeacion,1640
9767,922408,Teleterapia con acelerador lineal hasta 10 mv. campo unico en encefalo. cara. cuello. axila. axilo/supraclavicular. tronco. pelvis/perone o extremidades ( grupo 2 ) con simulador y planeacion,982
9774,922411,Teleterapia con acelerador lineal hasta 10 mv. profilaxis en encefalo. paleacion en cualquier region. campos multiples en mediastino. axila. axilosupraclavicular o extremidades (grupo 3 ) sin simulador y planeacion manual (tipo iii),1641
9773,922412,Teleterapia con acelerador lineal hasta 10 mv. profilaxis en encefalo. paleacion en cualquier region. campos multiples en mediastino. axila. axilosupraclavicular o extremidades (grupo 3 ) con simulador y planeacion manual (tipo iv),1643
9776,922415,Teleterapia con acelerador lineal hasta 10 mv.pre o pop ganglionar de mama. campos multiples en: cara. encefalo. mama. torax. parcial de abdomen. pelvis o raquis. cuello. mediastino. (grupo 4) sin simulador y con planeacion manual (tipo iii),985
9775,922416,Teleterapia con acelerador lineal hasta 10 mv.pre o pop ganglionar de mama. campos multiples en: cara. encefalo. mama. torax. parcial de abdomen. pelvis o raquis. cuello. mediastino. ( grupo 4 ) con simulador y con planeacion manual ( tipo iv),1644
9763,922417,Teleterapia con acelerador lineal hasta 10 mv en cara. encefalo. cuello. mediastino. ganglionar supra e infradiafragmatica. mama. bano toraccico. abdominal total. raquis. corporal total (grupo 5) con simulador y con planeacion computarizada ( tipo i),986
9764,922418,Teleterapia con acelerador lineal hasta 10 mv en cara. encefalo. cuello. mediastino. ganglionar supra e infradiafragmatica. mama. bano toraccico. abdominal total. raquis. corporal total (grupo 5) sin simulador y con planeacion computarizada (tipo ii),1645
9765,922419,Teleterapia con acelerador lineal hasta 10 mv en cara. encefalo. cuello. mediastino. ganglionar supra e infradiafragmatica. mama. bano toraccico. abdominal total. raquis. corporal total (grupo 5) sin simulador y con planeacion manual ( tipo iii),987
9766,922420,Teleterapia con acelerador lineal hasta 10 mv en cara. encefalo. cuello. mediastino. ganglionar supra e infradiafragmatica. mama. bano toraccico. abdominal total. raquis. corporal total (grupo 5) sin simulador y con planeacion manual ( tipo iv),1646
9785,922421,Teleterapia con acelerador lineal mayor de 10 mv. paleacion en una sola dosis y entidades benignas ( grupo 1 ) con simulador y planeacion computarizada (tipo i),983
9787,922422,Teleterapia con acelerador lineal mayor de 10 mv. paleacion en una sola dosis y entidades benignas ( grupo 1 ) sin simulador y planeacion computarizada (tipo ii),1642
9788,922423,Teleterapia con acelerador lineal mayor de 10 mv. paleacion en una sola dosis y entidades benignas ( grupo 1 ) sin simulador y planeacion manual (tipo iii),984
9786,922424,Teleterapia con acelerador lineal mayor de 10 mv. paleacion en una sola dosis y entidades benignas ( grupo 1 ) con simulador y planeacion manual (tipo iv),1647
9781,922425,Teleterapia con acelerador lineal mayor de 10 mv. campo unico en encefalo. cara. cuello. axila. axilo/supraclavicular. tronco. pelvis/perone o extremidades ( grupo 2 ) con simulador y planeacion computarizada (tipo i),1648
9784,922426,Teleterapia con acelerador lineal mayor de 10 mv. campo unico en encefalo. cara. cuello. axila. axilo/supraclavicular. tronco.pelvis/perone o extremidades ( grupo 2 ) sin simulador y planeacion computarizada (tipo ii),4453
9783,922427,Teleterapia con acelerador lineal mayor de 10 mv. campo unico en encefalo. cara. cuello. axila. axilo/supraclavicular. tronco. pelvis/perone o extremidades ( grupo 2 ) sin simulador y planeacion manual (tipo iii),4454
9782,922428,Teleterapia con acelerador lineal mayor de 10 mv. campo unico en encefalo. cara. cuello. axila. axilo/supraclavicular. tronco. pelvis/perone o extremidades ( grupo 2 ) con simulador y planeacion manual (tipo iv),4455
9789,922429,Teleterapia con acelerador lineal mayor de 10 mv. profilaxis en encefalo. paleacion en cualquier region. campos multiples en mediastino. axila. axilosupraclavicular o extremidades (grupo 3 ) con simulador y planeacion computarizada (tipo i),4943
9791,922430,Teleterapia con acelerador lineal mayor de 10 mv. profilaxis en encefalo. paleacion en cualquier region. campos multiples en mediastino. axila. axilosupraclavicular o extremidades (grupo 3 ) sin simulador y planeacion computarizada (tipo ii),1657
9790,922431,Teleterapia con acelerador lineal mayor de 10 mv. profilaxis en encefalo. paleacion en cualquier region. campos multiples en mediastino. axila. axilosupraclavicular o extremidades (grupo 3 ) sin simulador y planeacion manual (tipo iii),1658
9792,922432,Teleterapia con acelerador lineal mayor de 10 mv. profilaxis en encefalo. paleacion en cualquier region. campos multiples en mediastino. axila. axilosupraclavicular o extremidades (grupo 3) con simulador y planeacion manual (tipo iv),1659
9793,922433,Teleterapia con acelerador lineal mayor de 10 mv.pre o pop ganglionar de mama. campos multiples en: cara. encefalo. mama. torax. parcial de abdomen. pelvis o raquis. cuello. mediastino (grupo 4) con simulador y con planeacion computarizada ( tipo i),1660
9795,922434,Teleterapia con acelerador lineal mayor de 10 mv.pre o pop ganglionar de mama. campos multiples en: cara. encefalo. mama. torax. parcial de abdomen. pelvis o raquis. cuello. mediastino (grupo 4) sin simulador y con planeacion computarizada (tipo ii),1661
9796,922435,Teleterapia con acelerador lineal mayor de 10 mv.pre o pop ganglionar de mama. campos multiples en: cara. encefalo. mama. torax. parcial de abdomen. pelvis o raquis. cuello. mediastino (grupo 4) sin simulador y con planeacion manual (tipo iii),1662
9794,922436,Teleterapia con acelerador lineal mayor de 10 mv.pre o pop ganglionar de mama. campos multiples en: cara. encefalo. mama. torax. parcial de abdomen. pelvis o raquis. cuello. mediastino (grupo 4) con simulador y con planeacion manual ( tipo iv),1663
9777,922437,Teleterapia con acelerador lineal mayor de 10 mv en cara.encefalo.cuello. mediastino. ganglionar supra e infradiafragmatica. mama. bano toraccico. abdominal total. raquis. corporal total (grupo 5) con simulador y con planeacion computarizada (tipo i),4522
9780,922438,Teleterapia con acelerador lineal mayor de 10 mv en cara.encefalo.cuello. mediastino. ganglionar supra e infradiafragmatica. mama. bano toraccico.abdominal total. raquis. corporal total (grupo 5) sin simulador y con planeacion computarizada (tipo ii),5057
9779,922439,Teleterapia con acelerador lineal mayor de 10 mv en cara.encefalo.cuello. mediastino. ganglionar supra e infradiafragmatica. mama. bano toraccico. abdominal total. raquis. corporal total (grupo 5) sin simulador y con planeacion manual (tipo iii),4523
9778,922440,Teleterapia con acelerador lineal mayor de 10 mv en cara.encefalo.cuello. mediastino. ganglionar supra e infradiafragmatica. mama. bano toraccico. abdominal total. raquis. corporal total (grupo 5) con simulador y con planeacion manual (tipo iv),5058
8247,9225,Reemplazo ureteral por intestino,1735
9797,922501,Teleterapia con electrones campo unico,4456
9798,922502,Teleterapia con electrones campos multiples,4944
9799,922503,Teleterapia con electrones combinada,1651
1275,922601,Braquiterapia intersticial con alta tasa de dosis,1652
1276,922602,Braquiterapia intersticial con baja tasa de dosis,1653
1279,922603,Braquiterapia intraluminal con alta tasa de dosis,1654
1280,922604,Braquiterapia intraluminal con baja tasa de dosis,1655
1277,922605,Braquiterapia intracavitaria con alta tasa de dosis,1656
1278,922606,Braquiterapia intracavitaria con baja tasa de dosis,4524
1281,922607,Braquiterapia metabolica con alta tasa de dosis,5059
1282,922608,Braquiterapia metabolica con baja tasa de dosis,4525
1283,922690,Braquiterapia: implantes permanentes sod,4526
9891,922820,Terapia de cancer de tiroides con radioisotopos,4527
9898,922824,Terapia de hipertiroidismo con radioisotopos,4528
10502,9240,Ureteroneocistostomia (anastomosis ureterovesical o reimplantacion ureterovesical),1736
10503,9241,Ureteroneocistostomia con tecnica de alargamiento vesical,1737
10489,9242,Uretero  ureterostomia,1738
10494,9250,Ureterolisis,1739
7254,9251,Pieloureterolisis con transposicion intraperitoneal,1740
10509,9252,Ureteroplastia,1741
10511,9253,Ureterorrafia,1405
4230,9301,Extraccion de cuerpo extrano en vejiga (via abierta),1406
1692,9302,Cistolitotomia,1407
3923,930200,Evaluacion ortesica sod,4529
1712,9303,Cistotomia suprapubica (talla vesical),1408
3926,930300,Evaluacion protesica en extremidades sod,4530
3375,930801,Electromiografia con electrodo de fibra unica,4531
3379,930810,Electromiografia laringea,4532
3377,930820,Electromiografia en cara,4533
3376,930860,Electromiografia en cada extremidad (uno o mas musculos),4534
8848,9310,Reseccion fulguracion tumor vesical,1409
9907,931000,Terapia fisica integral sod,4535
9904,931001,TERAPIA FÍSICA INTEGRAL,11727
9905,93100101,TERAPIA FÍSICA INTEGRAL SESION,11745
9906,931001011,TERAPIA FÍSICA INTEGRAL SESION,11766
7333,93101,Pleur - evac adulto,11531
8569,9311,Reseccion cuello vesical,1410
3342,931100,Ejercicio asistido. condicionamiento. acondicionamiento fisico u ocupacional sod,4536
3454,931200,Entrenamiento en habilidades funcionales: coordinacion. balance y equilibrio corporal sod,4537
6559,931500,Modalidades electricas de terapia sod,4538
6561,931600,Modalidades mecanicas de terapia sod,4539
6562,931700,Modalidades neumaticas de terapia sod,4540
6560,931800,Modalidades electromagneticas de terapia sod,4541
2927,9320,Diverticulectomia de vejiga,1411
7286,9321,Plastia de cuello vesical,1412
8849,9322,Reseccion fulguracion tumor vesical,1413
8954,9323,Reseccion transvesical cuello vesical,1414
2912,932400,Diseno. adecuacion y entrenamiento en uso de tecnologia de rehabilitacion cnoc,4542
1670,9330,Cistectomia parcial,1415
1674,9331,Cistectomia total,1416
1673,9332,Cistectomia radical (total mas linfadenectomia mas derivacion.),1417
6169,9333,Linfadenectomia retroperitoneal,1418
9917,933300,Terapia modalidades hidraulicas e hidricas sod,4543
3953,9334,Exanteracion pelvica completa,1419
9916,933400,Terapia modalidades de radiacion sod,4544
9413,933600,Sesion de rehabilitacion cardiaca ncoc,4545
3457,933700,"ENTRENAMIENTO PRE, PERI Y POST PARTO SOD",9407
3458,933701,"ENTRENAMIENTO PRE, PERI Y POST PARTO SOD",12004
9899,933900,Terapia de integracion sensorial ncoc,4546
1893,9340,Colocistoplastia (sigmoidoplastia),1420
5348,9341,Ileocistoplastia,1421
5346,9342,Ileo ceco cistoplastia,1422
1700,9343,Cistopexia vaginal,1423
1699,9344,Cistopexia retropubica,1424
4803,9345,Gastrocistoplastia,1665
1713,9346,Cistouretropexia,1666
1716,9347,Cistouretropexia vaginal con control endoscopico,1667
1701,9350,Cistorrafia,2340
5674,935000,INMOVILIZACION - PRESION Y CUIDADO DE HERIDA SOD,11855
5678,935001,"INMOVILIZACIÓN, PRESIÓN Y CUIDADO DE HERIDA",12005
2340,9351,Correccion fistula vesical. vesico enterica. vesico vaginal,1668
630,935101,APLICACIÓN DE VENDAJE ENYESADO,12078
10723,9352,Vesicostomia cutanea,1669
2191,9353,Coreccion de fistula vesico-cutanea,1670
642,935301,Aplicacion o cambio de yeso para inmovilizacion en miembro superior (excepto mano),4547
643,9353011,Aplicacion o cambio de yeso para inmovilizacion en miembro superior (excepto mano),11255
639,935302,Aplicacion o cambio de yeso para inmovilizacion en mano,4548
637,935303,Aplicacion o cambio de yeso o arnes en torax y/o pelvis,4549
640,935304,"APLICACIÓN O CAMBIO DE YESO PARA INMOVILIZACIÓN EN MIEMBRO INFERIOR (MUSLO, PIERNA O TOBILLO)",11773
641,9353041,Aplicacion o cambio de yeso para inmovilizacion en miembro inferior (muslo. pierna o tobillo),4550
635,935305,Aplicacion o cambio de yeso en pie,4551
636,935306,Aplicacion o cambio de yeso espica arnes o almohadilla para inmovilizacion de cadera,5060
638,935307,Aplicacion o cambio de yeso para inmovilizacion de cadera y coccix,4552
599,935400,Aplicacion de ferula sod,5061
600,935401,Aplicacion de ferula sod,12010
628,935600,Aplicacion de vendaje de presion (venda de gibney. robert jones. shantz),4553
609,935700,Aplicacion de otro vendaje (no compresivo) en herida sod,4933
608,935701,APLICACION DE OTRO VENDAJE ( NO COMPRESIVO ) EN HERIDA,12011
629,935901,Aplicacion de vendaje de velpeau,4554
5673,936800,Inmovilizacion o manipulacion articular no especificada ncoc,4934
5677,936801,INMOVILIZACIÓN O MANIPULACIÓN ARTICULAR INESPECÍFICA,12006
2330,9370,Correccion extrofia vesical,1671
9910,937000,Terapia fonoaudiologica integral sod para problemas de lenguaje,10988
9909,937001,TERAPIA FONOAUDIOLÓGICA INTEGRAL,12032
3105,9371,Drenaje perivesical,1672
9914,937101,Terapia fonoaudiologica para problemas evolutivos y adquiridos del lenguaje oral y escrito,4555
9913,937200,Terapia fonoaudiologica para desordenes del habla. voz. fluidez. articulacion. resonancia y otros sod,4935
9911,937300,Terapia fonoaudiologica para desordenes auditivos comunicativos sod,4556
10325,9374,Tratamiento hidrostatico para tumor vesical,1673
9912,937400,Terapia fonoaudiologica para desordenes cognitivo comunicativos sod,4936
8904,9375,Reseccion por persistencia del uraco (incluye quiste del uraco),1674
9919,938300,Terapia ocupacional integral sod,4507
3455,938301,Entrenamiento funcional en autocuidado y manejo sod,4937
3456,938302,Entrenamiento funcional en integracion laboral y social sod,4508
9918,938303,TERAPIA OCUPACIONAL INTEGRAL,12027
8279,938610,Rehabilitacion funcional de la deficiencia/discapacidad transitoria leve,4938
8275,938611,Rehabilitacion funcional de la deficiencia/discapacidad transitoria moderada,4509
8276,938612,Rehabilitacion funcional de la deficiencia/discapacidad transitoria severa,4939
8274,938660,Rehabilitacion funcional de la deficiencia/discapacidad definitiva leve,4510
8277,938661,Rehabilitacion funcional de la deficiencia/discapacidad definitiva moderada,4940
8278,938662,Rehabilitacion funcional de la deficiencia/discapacidad definitiva severa,4511
9050,939100,Respiracion de presion positiva intermitente (rppi) sod,4874
9922,939400,Terapia respiratoria integral,4875
6394,939401,Medicacion respiratoria administrada mediante nebulizacion (aerosolterapia),4876
6622,939402,Nebulizacion,4877
9924,939403,TERAPIA RESPIRATORIA INTEGRAL,11731
9923,93940301,TERAPIA RESPIRATORIA INTEGRAL,11746
7080,939500,Oxigenacion hiperbarica sod,4814
10536,9401,Uretrolitotomia,1675
144,940100,Administracion de prueba de inteligencia (cualquier tipo) ncoc,4815
10553,9402,Uretrostomia,1676
145,940200,Administracion de prueba de personalidad (cualquier tipo),4816
4184,9403,Extraccion cuerpo extrano uretral,1677
2823,940900,Determinacion del estado mental por psicologia sod,4817
4044,9410,Extirpacion carunculas uretrales,1678
4134,94100,Extraccion de cuerpo extrano de saco lagrimal sod,5631
6378,9411,Meatoplastia,1679
2824,941100,Determinacion del estado mental por psiquiatria sod,4818
6385,9412,Meatotomia uretral,1680
8675,9413,Reseccion de prolapso mucosa uretral,1681
3921,941400,Evaluacion de salud mental por equipo interdisciplinario sod,4819
2933,9420,Diverticulectomia uretral,1682
9569,94200,Sondeo y lavado de vias lagrimales ncoc,5632
10519,9422,Uretrectomia radical,1683
10521,9423,Uretrectomia simple,1684
10547,9424,Uretrorrafia,1685
9414,942600,Sesion de terapia electroconvulsiva con anestesia y relajaciones (tecar) ncoc,4820
8606,9430,Reseccion de fistula uretro rectal,1686
1614,9431,Cierre de uretrostomia,1687
7587,943101,Psicoterapia individual por psiquiatria,4821
7586,943102,Psicoterapia individual por psicologia,4822
10528,9432,Uretrocistopexia retropubica,1688
10540,9433,Uretroplastia,1689
10541,9434,Uretroplastia con otros tejidos,1690
4549,9435,Fistulectomia uretro-cutanea y uretroplastia,1691
5828,943500,Intervencion en crisis sod,4823
10526,9436,Uretrocistopexia con control endoscopico,1692
8607,9437,Reseccion de fistula uretrocutanea,1693
10546,9438,Uretroplastia transpubica,1694
2864,9440,Dilatacion de la uretra,1695
5834,94400,Intubacion de vias lagrimales sod,5634
7583,944001,Psicoterapia de pareja por psiquiatria,4824
7582,944002,PSICOTERAPIA DE PAREJA POR PSICOLOGÍA,11838
7581,94400202,Psicoterapia de pareja por psicologia,4825
10555,9441,Uretrotomia interna,1696
7585,944101,Psicoterapia familiar por psiquiatria,4826
7584,944102,Psicoterapia familiar por psicologia,4827
9440,944201,Sesion grupal con enfoque terapeutico por psiquiatria,4828
7580,944202,Psicoterapia de grupo por psicologia,4829
9411,944900,Sesion de intervencion en salud mental comunitaria. por psiquiatria,4830
9409,944901,Sesion de intervencion en salud mental comunitaria. por enfermeria,202
9410,944902,Sesion de intervencion en salud mental comunitaria. por psicologia,203
9412,944903,Sesion de intervencion en salud mental comunitaria. por trabajo social,204
5829,944904,Intervencion en salud mental comunitaria por psicologia,205
6887,9450,Operacion para incontinencia urinaria masculina,1697
3669,9452,Esfinterotomia,1698
4133,9453,Extirpacion y/o electrofulguracion lesiones uretrales (via abierta),1699
8808,9454,Reseccion de valvas congenitas uretrales (via: abierta),1700
3009,9455,Drenaje absceso periuretral,1701
3050,9456,Drenaje de absceso urinoso,1702
3103,9501,Drenaje perineal absceso prostata,1703
3925,950100,Evaluacion ortoptica sod,207
7501,9502,Prostatolitotomia,1393
5783,950310,Interferometria,208
3808,950501,Estudio de campo visual central y periferico convencional,209
3807,950505,Estudio de campo visual central o periferico computarizado,210
6398,950601,MEDICION DE AGUDEZA VISUAL,211
7490,9510,Prostatectomia abierta,867
4628,951000,Fotografia a color de segmento anterior y/o posterior del ojo sod,212
7495,9511,Prostatectomia transuretral,1394
468,951100,Angiorretinofluor esceinografia sod,213
7492,9512,Prostatectomia radical,868
437,951203,ANGIOGRAFÍA OCULAR DE SEGMENTO POSTERIOR DEL OJO,12347
7500,9513,Prostatocistectomia (seguida de derivacion),1395
10467,951301,Ultrasonografia ocular,214
3235,951302,ECOGRAFÍA OCULAR MODO A Y B,12341
3234,951311,Ecografia ocular dinamica modo b. ocular y contenido orbitario,215
7494,9514,Prostatectomia total,869
10109,951500,Topografia corneal computarizada sod,216
10108,951502,TOPOGRAFÍA COMPUTADA CORNEAL POR ELEVACIÓN,12328
6839,951800,Oculopletismografia sod,217
10099,951902,TOMOGRAFIA ÓPTICA DE SEGMENTO POSTERIOR,12350
10726,9520,Vesiculotomia seminal,1396
1046,952000,Biometria ocular sod,218
10724,9521,Vesiculectomia (espermatocistectomia),870
3387,952100,Electrorretinografia sod,219
3385,952200,Electrooculograma sod,220
7401,952301,Potenciales evocados visuales (uni o bilaterales),221
7402,952302,POTENCIALES VISUALES EVOCADOS MONOFOCALES,11691
7403,952303,POTENCIALES VISUALES EVOCADOS MULTIFOCALES,11692
3383,952400,Electronistagmografia o fotoelectronistagmografia sod,222
7145,952500,Paquimetria sod,223
10103,952601,Tonografia ocular con pruebas provocativas,224
3091,95300,Drenaje de saco lagrimal sod,5635
6168,9531,Linfadenectomia pelvica,1397
9415,953501,Sesion de tratamiento ortoptico,225
9416,953502,Sesion de tratamiento pleoptico,226
9406,953800,Sesion de betaterapia ncoc,227
973,954102,Audiometria por observacion del comportamiento (boa),228
974,954103,Audiometria refuerzo visual (vra),229
972,954104,Audiometria por juego condicionado,230
6264,954105,Logoaudiometria por senalamiento de laminas y repeticion de palabras (infantil),231
971,954107,AUDIOMETRÍA DE TONOS PUROS AÉREOS Y ÓSEOS CON ENMASCARAMIENTO [AUDIOMETRÍA TONAL],11987
5358,954108,Impedanciometria,232
6263,954301,LOGOAUDIOMETRÍA,233
6262,954302,Logoaudiometria,5144
7575,954313,Pruebas de reclutamiento [s.i.s.i.. prueba de metz o campo dinamico. desempeno de la funcion de la intensidad],5145
7572,954314,Pruebas de fatiga acustica [test de fatiga de reflejo estapedial. prueba de fatiga de tono o tdt],5146
3357,954601,Electrococleografia (ecog),5147
7460,954602,Proetz (desplazamiento),5148
3382,954605,Electronistagmografia (eng),5149
7389,954607,Posturografia dinamica computarizada (cdp),5150
7399,954621,Potenciales evocados auditivos,5151
7400,954626,POTENCIALES EVOCADOS AUDITIVOS DE CORTA LATENCIA MEDICIÓN DE INTEGRIDAD,11756
3927,954801,Evaluacion y adaptacion para protesis y ayudas auditivas,5153
9342,954802,Seleccion y verificacion de protesis y ayudas auditivas,5154
5223,9601,Hidrocelectomia,871
5434,9602,Incision y/o drenaje del cordon espermatico. escroto o testiculo,1398
5726,960200,Insercion de via aerea orofaringea sod. intubacion orotraqueal (exclusivamente en casos de reanimacion),9983
5725,960201,INSERCIÓN DE VÍA AÉREA OROFARÍNGEA,12003
8810,9603,Reseccion del hematocele,872
10664,9604,Varicocelectomia,1399
893,9605,Aspiracion de hidrocele,873
1661,9606,Cirugia genitales ambiguos,1400
5719,960701,INSERCIÓN DE OTRO TUBO O SONDA NASO-GÁSTRICA (INTUBACIÓN PARA DECOMPRESIÓN),12119
5730,960801,Insercion endoscopica de sonda nasoyeyunal,5158
2566,96100,Dacriocistectomia (saco lagrimal) sod,5636
9747,961400,Taponamiento vaginal sod,5161
9746,961401,TAPONAMIENTO VAGINAL,12069
5708,961601,INSERCIÓN DE DISPOSITIVO EN URETRA,5163
4537,9620,Fistulectomia del escroto,874
4662,9621,Fulguracion de lesion escrotal,1401
2873,962100,Dilatacion del recto sod,5166
8897,9622,Reseccion parcial del escroto,875
2871,962200,Dilatacion del esfinter anal sod,5169
8949,9623,Reseccion total del escroto y reconstruccion con plastias cutaneas,1402
